date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt
2023-10-23,05,BTC-231124-34000-C,BTCUSDT,C,231124-34000,560.00000000,945.00000000,505.00000000,945.00000000,40.35000000,40.35000000,905.00000000,910.00000000,1.08000000,1.50000000,"",0.56069434,907.00000000,0.55991054,0.30335135,0.00006837,31.89633936,-27.83234808,187.31000000,5769097.48805049
2023-10-23,06,BTC-240329-26000-P,BTCUSDT,P,240329-26000,1875.00000000,1875.00000000,1875.00000000,1875.00000000,0E-8,0E-8,1850.00000000,1955.00000000,2.42000000,2.38000000,"",0.52111030,1902.00000000,0.51301152,-0.25512301,0.00003102,64.82822332,-10.52178939,67.68000000,2077018.91367008
2023-10-23,06,BTC-240628-30000-P,BTCUSDT,P,240628-30000,6190.00000000,6190.00000000,6190.00000000,6190.00000000,0E-8,0E-8,3700.00000000,4960.00000000,2.23000000,4.10000000,"",0.53345442,4331.00000000,0.46912223,-0.40089351,0.00003252,97.94377627,-9.22488219,5.21000000,159888.71956591
2023-10-23,06,BTC-240927-35000-C,BTCUSDT,C,240927-35000,3780.00000000,3780.00000000,3780.00000000,3780.00000000,0E-8,0E-8,4825.00000000,6535.00000000,1.72000000,3.97000000,"",0.68754554,5681.00000000,0.61491519,0.52966849,0.00002185,117.78447977,-10.64979246,1.05000000,32223.25442307
2023-10-23,10,BTC-231103-28000-P,BTCUSDT,P,231103-28000,245.00000000,245.00000000,185.00000000,200.00000000,3.05000000,3.05000000,190.00000000,195.00000000,1.59000000,2.21000000,"",0.49182951,192.40000000,0.48970699,-0.14065952,0.00008644,11.77852790,-26.51963835,39.67000000,1212475.01778796
2023-10-23,12,BTC-231229-23000-P,BTCUSDT,P,231229-23000,320.00000000,355.00000000,310.00000000,355.00000000,8.14000000,8.14000000,340.00000000,345.00000000,3.35000000,2.50000000,"",0.55548847,342.40000000,0.55432975,-0.09153607,0.00002262,21.57023444,-8.95098240,32.95000000,1009788.67636263
2023-10-23,13,BTC-231124-27000-C,BTCUSDT,C,231124-27000,3410.00000000,3900.00000000,3410.00000000,3900.00000000,7.73000000,7.73000000,4050.00000000,5100.00000000,1.50000000,1.50000000,"",0.87383747,4544.00000000,0.68148017,0.76576962,0.00004986,27.69347037,-29.72054173,172.53000000,5280966.54206781
2023-10-23,13,BTC-240329-30000-C,BTCUSDT,C,240329-30000,4455.00000000,5170.00000000,4455.00000000,5170.00000000,0.02000000,0.02000000,4895.00000000,6000.00000000,2.40000000,0.01000000,"",0.72256565,5448.00000000,0.65135181,0.60302166,0.00002941,77.59099708,-16.01871082,96.25000000,2946113.89134659
2023-10-23,13,BTC-240628-26000-C,BTCUSDT,C,240628-26000,7805.00000000,7805.00000000,7805.00000000,7805.00000000,0E-8,0E-8,6745.00000000,9030.00000000,1.90000000,2.99000000,"",0.70482731,7877.00000000,0.57002664,0.71979064,0.00002338,85.09655480,-9.75021118,1.81000000,55402.24564506
2023-10-23,14,BTC-231103-28000-P,BTCUSDT,P,231103-28000,245.00000000,245.00000000,140.00000000,140.00000000,3.06000000,3.06000000,135.00000000,140.00000000,4.52000000,1.71000000,"",0.46905279,137.40000000,0.46655506,-0.11157412,0.00007727,10.00981245,-21.80602455,39.67000000,1221408.11327677
2023-10-23,15,BTC-231103-27000-C,BTCUSDT,C,231103-27000,1590.00000000,1590.00000000,1590.00000000,1590.00000000,0E-8,0E-8,3360.00000000,4545.00000000,1.50000000,2.43000000,"",1.03691101,4011.00000000,0.59345551,0.91555026,0.00004942,8.17580688,-22.74362035,10.99000000,339461.69963072
2023-10-23,15,BTC-231229-35000-P,BTCUSDT,P,231229-35000,5895.00000000,5895.00000000,5895.00000000,5895.00000000,0E-8,0E-8,5245.00000000,5325.00000000,2.38000000,1.50000000,"",0.49998999,5284.00000000,0.49142241,-0.68813764,0.00005453,46.68760789,-17.20749977,41.10000000,1269506.44720860
2023-10-23,17,BTC-240329-40000-P,BTCUSDT,P,240329-40000,11240.00000000,11240.00000000,11240.00000000,11240.00000000,0E-8,0E-8,10525.00000000,10655.00000000,2.43000000,2.44000000,"",0.52875280,10589.00000000,0.51928520,-0.71867777,0.00003192,68.66516321,-11.31363317,1.50000000,46505.08467033
2023-10-23,18,BTC-231027-28000-C,BTCUSDT,C,231027-28000,2500.00000000,3200.00000000,2500.00000000,3200.00000000,0.33000000,0.33000000,3215.00000000,3825.00000000,4.78000000,1.50000000,"",1.56718731,3399.00000000,1.04120560,0.86355890,0.00006841,6.71469553,-98.70149257,215.21000000,6701377.36408739
2023-10-23,18,BTC-231124-22000-P,BTCUSDT,P,231124-22000,75.00000000,75.00000000,75.00000000,75.00000000,0E-8,0E-8,75.00000000,90.00000000,9.79000000,3.35000000,"",0.68607152,82.00000000,0.67458987,-0.03173919,0.00001153,6.53198338,-6.98505926,195.42000000,6085140.86004348
2023-10-23,18,BTC-240628-15000-C,BTCUSDT,C,240628-15000,13170.00000000,16600.00000000,13170.00000000,16600.00000000,0.01000000,0.01000000,1000.00000000,19610.00000000,0.01000000,1.89000000,"",1.35846138,16937.00000000,0.75423069,0.93139660,0.00000681,34.00131953,-5.15906203,2.25000000,70062.26043956
2023-10-23,20,BTC-231103-27500-C,BTCUSDT,C,231103-27500,2500.00000000,2500.00000000,2500.00000000,2500.00000000,0E-8,0E-8,3680.00000000,4965.00000000,2.94000000,3.27000000,"",1.23119831,4228.30000000,0.69059916,0.88994291,0.00005105,10.03703841,-33.13894459,17.36000000,547449.21199995
2023-10-23,21,BTC-240628-25000-P,BTCUSDT,P,240628-25000,3385.00000000,3385.00000000,3385.00000000,3385.00000000,0E-8,0E-8,1530.00000000,2290.00000000,3.72000000,3.48000000,"",0.53344250,1903.00000000,0.48351914,-0.21505292,0.00002316,76.25112038,-7.42077307,4.23000000,133738.06692855
2023-10-23,22,BTC-231124-26000-P,BTCUSDT,P,231124-26000,285.00000000,290.00000000,210.00000000,270.00000000,8.09000000,8.09000000,265.00000000,300.00000000,1.50000000,1.50000000,"",0.68325102,282.20000000,0.67185879,-0.08603808,0.00002389,15.36369833,-16.44977199,42.02000000,1397304.16225158
2023-10-23,00,BTC-240927-30000-P,BTCUSDT,P,240927-30000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,4505.00000000,6105.00000000,2.77000000,3.71000000,"",0.53838015,5308.00000000,0.46749115,-0.40730549,0.00002855,112.87399574,-7.75328893,0E-8,0E-8
2023-10-23,02,BTC-231124-30000-P,BTCUSDT,P,231124-30000,1485.00000000,1570.00000000,1355.00000000,1395.00000000,63.88000000,63.88000000,1335.00000000,1380.00000000,1.98000000,3.67000000,"",0.43676436,1357.00000000,0.43043226,-0.43576783,0.00010138,35.53205624,-23.74251660,63.57000000,1931888.39498581
2023-10-23,03,BTC-231124-22000-C,BTCUSDT,C,231124-22000,4935.00000000,4935.00000000,4935.00000000,4935.00000000,0E-8,0E-8,7575.00000000,10230.00000000,1.50000000,1.50000000,"",1.50151253,8925.00000000,0.77500000,0.94153152,0.00001651,10.64932252,-12.82884246,26.31000000,808906.02118015
2023-10-23,03,BTC-240927-35000-C,BTCUSDT,C,240927-35000,3780.00000000,3780.00000000,3780.00000000,3780.00000000,0E-8,0E-8,4540.00000000,6140.00000000,1.59000000,4.26000000,"",0.65108359,5341.00000000,0.58336705,0.52018283,0.00002302,118.20316693,-10.13559487,1.05000000,32282.45307692
2023-10-23,04,BTC-231124-36000-C,BTCUSDT,C,231124-36000,370.00000000,540.00000000,350.00000000,540.00000000,7.37000000,7.37000000,530.00000000,550.00000000,2.46000000,1.50000000,"",0.58448911,539.00000000,0.58054596,0.19866693,0.00005281,25.36162976,-22.91608784,30.75000000,943238.82387353
2023-10-23,04,BTC-240329-26000-P,BTCUSDT,P,240329-26000,1875.00000000,1875.00000000,1875.00000000,1875.00000000,0E-8,0E-8,1800.00000000,1900.00000000,1.50000000,2.38000000,"",0.51192105,1849.00000000,0.50418556,-0.25379985,0.00003148,64.63764350,-10.30493721,67.68000000,2076045.64552066
2023-10-23,04,BTC-240329-35000-P,BTCUSDT,P,240329-35000,8615.00000000,8615.00000000,8615.00000000,8615.00000000,0E-8,0E-8,6750.00000000,6870.00000000,2.38000000,2.41000000,"",0.50885201,6809.00000000,0.50118685,-0.59348947,0.00003836,78.28292217,-12.40612431,10.50000000,322081.54961535
2023-10-23,05,BTC-231103-27000-C,BTCUSDT,C,231103-27000,1590.00000000,1590.00000000,1590.00000000,1590.00000000,0E-8,0E-8,3900.00000000,4930.00000000,1.50000000,1.50000000,"",1.30420685,4337.90000000,0.92949867,0.81368644,0.00005376,14.38382600,-60.31458592,10.99000000,338489.03632307
2023-10-23,05,BTC-231229-35000-P,BTCUSDT,P,231229-35000,5895.00000000,5895.00000000,5895.00000000,5895.00000000,0E-8,0E-8,5400.00000000,5470.00000000,1.50000000,2.50000000,"",0.51520586,5434.00000000,0.50774693,-0.68446128,0.00005305,46.92223088,-17.75747687,41.10000000,1265868.91654944
2023-10-23,05,BTC-240329-30000-P,BTCUSDT,P,240329-30000,4485.00000000,4485.00000000,3625.00000000,3625.00000000,0.50000000,0.50000000,3065.00000000,5010.00000000,1.50000000,4.03000000,"",0.68177581,4040.00000000,0.55746794,-0.39970372,0.00003420,78.26489142,-13.79973571,9.92000000,305533.32487033
2023-10-23,05,BTC-240329-65000-C,BTCUSDT,C,240329-65000,430.00000000,430.00000000,430.00000000,430.00000000,0E-8,0E-8,505.00000000,600.00000000,2.44000000,2.49000000,"",0.74635923,551.00000000,0.73251486,0.09525707,0.00001141,34.31446552,-7.95019104,9.00000000,277197.57296703
2023-10-23,05,BTC-240628-26000-P,BTCUSDT,P,240628-26000,2640.00000000,2640.00000000,2640.00000000,2640.00000000,0E-8,0E-8,1910.00000000,2750.00000000,2.99000000,2.26000000,"",0.51440895,2326.00000000,0.46378106,-0.26344763,0.00002769,83.05731782,-7.73243406,0.03000000,923.99190989
2023-10-23,06,BTC-231027-27000-P,BTCUSDT,P,231027-27000,35.00000000,45.00000000,30.00000000,40.00000000,92.75000000,92.75000000,35.00000000,40.00000000,4.24000000,19.15000000,"",0.71491480,37.00000000,0.70586711,-0.03967616,0.00003757,2.76313252,-24.12864476,276.07000000,8472260.80816930
2023-10-23,07,BTC-231027-22000-C,BTCUSDT,C,231027-22000,5490.00000000,5490.00000000,5490.00000000,5490.00000000,0E-8,0E-8,8330.00000000,9715.00000000,3.07000000,2.73000000,"",3.82951736,8516.00000000,0.77500000,0.99997685,4E-8,0.00317555,-0.03076303,11.74000000,358027.60182859
2023-10-23,07,BTC-231027-24000-C,BTCUSDT,C,231027-24000,3140.00000000,3140.00000000,3140.00000000,3140.00000000,0E-8,0E-8,5840.00000000,7510.00000000,3.19000000,2.59000000,"",2.89724350,6516.00000000,0.77500000,0.99865526,0.00000178,0.14107684,-1.36667789,168.47000000,5137726.58262881
2023-10-23,08,BTC-231103-28000-P,BTCUSDT,P,231103-28000,245.00000000,245.00000000,185.00000000,200.00000000,3.05000000,3.05000000,195.00000000,210.00000000,5.45000000,4.24000000,"",0.51802933,202.40000000,0.51170051,-0.14026917,0.00008190,11.85155815,-27.67045758,39.67000000,1217794.88249004
2023-10-23,09,BTC-240329-29000-P,BTCUSDT,P,240329-29000,3240.00000000,3240.00000000,3235.00000000,3235.00000000,0.10000000,0.10000000,3205.00000000,3310.00000000,2.41000000,2.42000000,"",0.51581204,3257.00000000,0.50891191,-0.37609474,0.00003720,76.08470123,-12.25975967,22.75000000,693102.15000003
2023-10-23,10,BTC-231124-27000-P,BTCUSDT,P,231124-27000,435.00000000,470.00000000,435.00000000,445.00000000,5.82000000,5.82000000,420.00000000,440.00000000,6.12000000,1.50000000,"",0.48473537,429.00000000,0.48040390,-0.17272134,0.00005892,23.08643481,-17.39734792,209.40000000,6400107.60586841
2023-10-23,11,BTC-240628-65000-P,BTCUSDT,P,240628-65000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,"",-1E-8,35976.00000000,0.77500000,-0.80361112,0.00001412,70.08658590,-10.91435396,0E-8,0E-8
2023-10-23,14,BTC-231027-23000-C,BTCUSDT,C,231027-23000,4700.00000000,4700.00000000,4700.00000000,4700.00000000,0E-8,0E-8,7535.00000000,8590.00000000,2.84000000,2.63000000,"",3.16204071,7764.00000000,0.77500000,0.99991588,1.4E-7,0.01043059,-0.10899347,177.01000000,5449998.74290701
2023-10-23,14,BTC-231124-38000-P,BTCUSDT,P,231124-38000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,6115.00000000,8305.00000000,1.50000000,1.50000000,"",0.89230537,7438.00000000,0.52115269,-0.90291009,0.00003634,15.57302982,-12.79777667,0E-8,0E-8
2023-10-23,14,BTC-231229-32000-C,BTCUSDT,C,231229-32000,1720.00000000,2500.00000000,1720.00000000,2250.00000000,24.36000000,24.36000000,2230.00000000,2275.00000000,0.81000000,18.04000000,"",0.53375423,2252.00000000,0.52945793,0.47576628,0.00005719,52.37226581,-20.78369004,26.54000000,817145.73547682
2023-10-23,14,BTC-240628-32000-P,BTCUSDT,P,240628-32000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,4800.00000000,6505.00000000,3.62000000,3.12000000,"",0.57303429,5654.70000000,0.48840284,-0.45861828,0.00003199,100.76596511,-9.89399529,0E-8,0E-8
2023-10-23,14,BTC-240927-31000-P,BTCUSDT,P,240927-31000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,4825.00000000,6535.00000000,2.90000000,1.97000000,"",0.54610848,5683.00000000,0.47225654,-0.41641917,0.00002784,115.79592187,-8.04887227,0E-8,0E-8
2023-10-23,15,BTC-231124-27000-P,BTCUSDT,P,231124-27000,435.00000000,470.00000000,325.00000000,325.00000000,6.33000000,6.33000000,320.00000000,350.00000000,17.47000000,15.00000000,"",0.46937048,334.00000000,0.46215534,-0.14558392,0.00005436,20.79027394,-15.17105156,210.49000000,6501664.52732208
2023-10-23,15,BTC-240329-20000-P,BTCUSDT,P,240329-20000,760.00000000,760.00000000,760.00000000,760.00000000,0E-8,0E-8,585.00000000,720.00000000,0.10000000,18.80000000,"",0.61652899,651.00000000,0.59702545,-0.09618673,0.00001407,34.62332173,-6.55528632,27.37000000,845410.98443064
2023-10-23,17,BTC-231103-26000-P,BTCUSDT,P,231103-26000,75.00000000,75.00000000,50.00000000,50.00000000,14.86000000,14.86000000,55.00000000,70.00000000,4.58000000,0.01000000,"",0.63856661,62.20000000,0.62339187,-0.04437102,0.00002850,4.94291898,-14.55766357,24.70000000,765783.72757143
2023-10-23,18,BTC-231124-28000-C,BTCUSDT,C,231124-28000,3200.00000000,3955.00000000,3200.00000000,3690.00000000,13.48000000,13.48000000,3740.00000000,4720.00000000,1.50000000,1.50000000,"",0.82747698,4210.50000000,0.66041350,0.74190648,0.00005340,29.60672101,-30.99498734,41.37000000,1288211.42861528
2023-10-23,18,BTC-240329-25000-P,BTCUSDT,P,240329-25000,1420.00000000,1420.00000000,1420.00000000,1420.00000000,2.45000000,2.45000000,1430.00000000,1825.00000000,1.50000000,15.00000000,"",0.57767570,1625.00000000,0.54448336,-0.21320735,0.00002608,59.54067941,-10.28899456,22.55000000,702179.54351643
2023-10-23,19,BTC-240927-45000-C,BTCUSDT,C,240927-45000,3705.00000000,3705.00000000,3705.00000000,3705.00000000,0E-8,0E-8,3340.00000000,4475.00000000,4.41000000,4.45000000,"",0.68865418,3902.00000000,0.63972592,0.39089329,0.00001984,116.10666361,-10.93909279,0.36000000,11298.23446154
2023-10-23,21,BTC-231027-29000-P,BTCUSDT,P,231027-29000,220.00000000,220.00000000,65.00000000,70.00000000,55.53000000,55.53000000,60.00000000,70.00000000,24.44000000,9.42000000,"",0.64321935,64.00000000,0.63149095,-0.07346422,0.00007211,4.26377209,-39.40279537,180.72000000,5713745.49771351
2023-10-23,00,BTC-231027-28000-P,BTCUSDT,P,231027-28000,80.00000000,100.00000000,75.00000000,75.00000000,48.88000000,48.88000000,70.00000000,75.00000000,0.50000000,12.00000000,"",0.51908314,72.00000000,0.51439941,-0.09079093,0.00009729,5.33818143,-31.99165015,123.91000000,3732117.68884233
2023-10-23,00,BTC-231103-31500-C,BTCUSDT,C,231103-31500,385.00000000,480.00000000,385.00000000,385.00000000,2.66000000,2.66000000,500.00000000,510.00000000,4.35000000,1.89000000,"",0.49075961,504.90000000,0.48810601,0.31590310,0.00013755,18.84193056,-40.72405976,35.74000000,1076473.94237128
2023-10-23,00,BTC-231124-42000-C,BTCUSDT,C,231124-42000,140.00000000,140.00000000,125.00000000,125.00000000,4.99000000,4.99000000,140.00000000,150.00000000,2.50000000,12.00000000,"",0.67995369,144.90000000,0.67526639,0.05996582,0.00001968,10.66704768,-11.15318113,13.92000000,419264.61325708
2023-10-23,02,BTC-231027-32000-P,BTCUSDT,P,231027-32000,2295.00000000,2295.00000000,2295.00000000,2295.00000000,0.01000000,0.01000000,1635.00000000,2025.00000000,1.50000000,1.50000000,"",0.75918913,1781.00000000,0.51334739,-0.82029068,0.00015655,8.55033341,-52.14985239,1.95000000,59260.38021429
2023-10-23,04,BTC-240329-45000-P,BTCUSDT,P,240329-45000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,14805.00000000,41110.00000000,1.50000000,3.99000000,"",4.92256165,17845.00000000,0.92034168,-0.62953320,0.00002034,76.22190482,-22.18187857,0E-8,0E-8
2023-10-23,05,BTC-231027-32000-C,BTCUSDT,C,231027-32000,170.00000000,305.00000000,120.00000000,305.00000000,27.60000000,27.60000000,330.00000000,335.00000000,0.03000000,4.90000000,"",0.60331941,332.00000000,0.60104847,0.28246607,0.00017271,11.00847242,-81.01967441,232.94000000,7174489.18299333
2023-10-23,05,BTC-231103-29500-P,BTCUSDT,P,231103-29500,685.00000000,700.00000000,520.00000000,520.00000000,10.20000000,10.20000000,475.00000000,485.00000000,5.64000000,1.50000000,"",0.47731817,479.90000000,0.47458857,-0.28838184,0.00013409,18.31643566,-39.21546759,12.71000000,391464.57249011
2023-10-23,06,BTC-231124-25000-C,BTCUSDT,C,231124-25000,5185.00000000,5185.00000000,5185.00000000,5185.00000000,0E-8,0E-8,5965.00000000,7620.00000000,1.50000000,1.50000000,"",1.28431320,6702.00000000,0.93825579,0.80913069,0.00003191,24.73115986,-36.20932974,63.43000000,1946591.45529097
2023-10-23,06,BTC-231229-45000-C,BTCUSDT,C,231229-45000,375.00000000,490.00000000,370.00000000,475.00000000,41.31000000,41.31000000,475.00000000,505.00000000,2.81000000,3.69000000,"",0.69161832,489.80000000,0.68603516,0.12372870,0.00002266,26.86834889,-13.74714388,74.38000000,2282633.96570302
2023-10-23,09,BTC-240329-40000-P,BTCUSDT,P,240329-40000,11240.00000000,11240.00000000,11240.00000000,11240.00000000,0E-8,0E-8,10900.00000000,11025.00000000,2.45000000,2.46000000,"",0.52996159,10962.00000000,0.52047133,-0.73338884,0.00003149,65.86281921,-10.85373305,1.50000000,45699.04285715
2023-10-23,10,BTC-231027-28000-C,BTCUSDT,C,231027-28000,1915.00000000,2565.00000000,1915.00000000,2565.00000000,0.08000000,0.08000000,2410.00000000,2900.00000000,3.04000000,2.44000000,"",1.00960255,2615.00000000,0.57980127,0.93247245,0.00007153,4.11222634,-30.76473480,215.21000000,6577684.61250688
2023-10-23,11,BTC-231027-26500-C,BTCUSDT,C,231027-26500,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,4040.00000000,4755.00000000,3.03000000,2.45000000,"",1.74977303,4184.80000000,0.77500000,0.96951369,0.00002832,2.16627315,-21.89812983,0E-8,0E-8
2023-10-23,16,BTC-240628-35000-P,BTCUSDT,P,240628-35000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,6490.00000000,8770.00000000,4.50000000,3.09000000,"",0.62216282,7625.00000000,0.51073551,-0.52465864,0.00003028,102.53396260,-10.53146977,0E-8,0E-8
2023-10-23,20,BTC-240927-22000-C,BTCUSDT,C,240927-22000,9650.00000000,9650.00000000,9650.00000000,9650.00000000,0E-8,0E-8,10515.00000000,14485.00000000,2.67000000,3.44000000,"",0.90425014,12397.00000000,0.65540314,0.81193594,0.00001353,81.97482583,-7.91357155,0.02000000,630.70185714
2023-10-23,21,BTC-240329-29000-P,BTCUSDT,P,240329-29000,3235.00000000,3235.00000000,3235.00000000,3235.00000000,0E-8,0E-8,2885.00000000,3695.00000000,1.50000000,19.06000000,"",0.62129498,3289.00000000,0.56791782,-0.33757620,0.00003098,75.89706998,-13.69082974,22.75000000,719276.83749990
2023-10-23,22,BTC-231027-25500-C,BTCUSDT,C,231027-25500,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,6670.00000000,10380.00000000,3.45000000,3.59000000,"",5.02346039,7871.00000000,0.77500000,0.99986728,2.1E-7,0.01656330,-0.19017055,0E-8,0E-8
2023-10-23,22,BTC-231027-29000-C,BTCUSDT,C,231027-29000,1600.00000000,3000.00000000,1455.00000000,3000.00000000,4.17000000,4.17000000,3195.00000000,4500.00000000,2.86000000,0.20000000,"",1.07490540,4376.00000000,0.61245270,0.99209459,0.00001104,0.69606443,-6.31563078,183.58000000,6104642.98205961
2023-10-23,22,BTC-231124-25000-C,BTCUSDT,C,231124-25000,5185.00000000,5185.00000000,5185.00000000,5185.00000000,0E-8,0E-8,7310.00000000,10095.00000000,1.50000000,1.50000000,"",1.42330170,8687.00000000,0.77500000,0.91692251,0.00002017,14.96539155,-18.48314609,63.43000000,2109257.56810132
2023-10-23,22,BTC-231229-24000-P,BTCUSDT,P,231229-24000,430.00000000,505.00000000,365.00000000,390.00000000,26.60000000,26.60000000,310.00000000,440.00000000,2.79000000,4.07000000,"",0.64700425,372.00000000,0.61713755,-0.08316038,0.00001743,21.78332228,-10.12678254,51.54000000,1713875.69068173
2023-10-23,00,BTC-231103-26500-C,BTCUSDT,C,231103-26500,2330.00000000,2330.00000000,2330.00000000,2330.00000000,0E-8,0E-8,3190.00000000,4040.00000000,2.71000000,2.53000000,"",0.82213879,3690.30000000,0.48606939,0.93823973,0.00004732,6.45492049,-13.89314865,16.48000000,496370.74902850
2023-10-23,00,BTC-231229-34000-P,BTCUSDT,P,231229-34000,5400.00000000,5400.00000000,5400.00000000,5400.00000000,0E-8,0E-8,4875.00000000,6180.00000000,2.49000000,1.50000000,"",0.72105885,5510.10000000,0.58544993,-0.63924662,0.00004945,48.41709099,-21.06187828,10.47000000,315352.04747138
2023-10-23,01,BTC-231229-33000-C,BTCUSDT,C,231229-33000,1410.00000000,1410.00000000,1410.00000000,1410.00000000,0.93000000,0.93000000,1680.00000000,1735.00000000,18.61000000,30.00000000,"",0.53087354,1707.00000000,0.52539855,0.39746762,0.00005637,50.22903292,-19.62100866,18.80000000,569816.29854950
2023-10-23,03,BTC-231027-28500-P,BTCUSDT,P,231027-28500,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,"",-1E-8,241.40000000,0.77500000,-0.17065604,0.00009969,8.32929667,-77.46224383,"",""
2023-10-23,04,BTC-231027-21000-P,BTCUSDT,P,231027-21000,5.00000000,5.00000000,5.00000000,5.00000000,2.50000000,2.50000000,5.00000000,10.00000000,20.87000000,2.06000000,"",1.46847188,5.00000000,1.37897052,-0.00397163,0.00000262,0.38366808,-6.41291500,240.57000000,7379348.41818712
2023-10-23,04,BTC-231229-38000-P,BTCUSDT,P,231229-38000,8540.00000000,8540.00000000,8105.00000000,8105.00000000,4.50000000,4.50000000,7860.00000000,10105.00000000,1.50000000,1.50000000,"",0.98103046,8884.00000000,0.72772503,-0.70258418,0.00003620,45.53391319,-24.68243023,8.89000000,272695.71200766
2023-10-23,05,BTC-231229-38000-P,BTCUSDT,P,231229-38000,8540.00000000,8540.00000000,8105.00000000,8105.00000000,4.50000000,4.50000000,7790.00000000,10010.00000000,1.50000000,1.50000000,"",0.97831726,8811.00000000,0.73182583,-0.69635294,0.00003619,46.14210245,-25.16867816,8.89000000,273809.60263077
