date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt
2023-10-22,00,BTC-231027-33000-C,BTCUSDT,C,231027-33000,40.00000000,105.00000000,40.00000000,95.00000000,25.14000000,25.14000000,100.00000000,105.00000000,3.88000000,6.71000000,"",0.61341941,102.40000000,0.60950577,0.10118715,0.00008048,6.38814939,-36.78997242,24.68000000,739785.34866825
2023-10-22,00,BTC-231124-40000-P,BTCUSDT,P,231124-40000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,8575.00000000,29575.00000000,1.50000000,1.50000000,"",6.82579041,10450.80000000,0.77500000,-0.86780873,0.00003051,19.37101472,-22.54698051,0E-8,0E-8
2023-10-22,01,BTC-231229-34000-C,BTCUSDT,C,231229-34000,725.00000000,725.00000000,725.00000000,725.00000000,0E-8,0E-8,1220.00000000,1265.00000000,16.50000000,5.94000000,"",0.51854193,1242.40000000,0.51369101,0.32170575,0.00005391,46.38567859,-17.45633843,4.98000000,149030.63941977
2023-10-22,01,BTC-240927-22000-P,BTCUSDT,P,240927-22000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,1625.00000000,2200.00000000,1.56000000,2.07000000,"",0.53287983,1908.00000000,0.49611419,-0.18901491,0.00001884,78.28173679,-5.69035597,0E-8,0E-8
2023-10-22,01,BTC-240927-26000-C,BTCUSDT,C,240927-26000,7670.00000000,7670.00000000,7670.00000000,7670.00000000,0E-8,0E-8,7100.00000000,9505.00000000,3.64000000,2.44000000,"",0.69771528,8303.00000000,0.57753325,0.70238820,0.00002073,100.25667611,-8.48374528,0.02000000,598.51662418
2023-10-22,02,BTC-231124-20000-P,BTCUSDT,P,231124-20000,50.00000000,50.00000000,50.00000000,50.00000000,0E-8,0E-8,40.00000000,50.00000000,8.01000000,8.00000000,"",0.68493545,44.00000000,0.67291856,-0.01891766,0.00000762,4.16006704,-4.21488382,234.22000000,6995328.82450816
2023-10-22,03,BTC-231027-26000-P,BTCUSDT,P,231027-26000,30.00000000,30.00000000,20.00000000,20.00000000,17.82000000,17.82000000,20.00000000,25.00000000,9.32000000,8.44000000,"",0.62956810,22.00000000,0.61798900,-0.02613974,0.00002759,2.15870369,-12.91018214,258.96000000,7745679.02674388
2023-10-22,03,BTC-231229-35000-P,BTCUSDT,P,231229-35000,5895.00000000,5895.00000000,5895.00000000,5895.00000000,0E-8,0E-8,5805.00000000,5855.00000000,2.41000000,1.50000000,"",0.45479298,5829.00000000,0.44853449,-0.76249539,0.00005332,39.94967152,-13.14337588,41.10000000,1229330.42940676
2023-10-22,04,BTC-231229-35000-C,BTCUSDT,C,231229-35000,1015.00000000,1095.00000000,1015.00000000,1025.00000000,0.53000000,0.53000000,1035.00000000,1075.00000000,16.50000000,5.94000000,"",0.52609444,1054.00000000,0.52151591,0.28159002,0.00005001,43.68335932,-16.72041309,94.84000000,2840918.42214461
2023-10-22,05,BTC-231124-32000-P,BTCUSDT,P,231124-32000,2835.00000000,2835.00000000,2690.00000000,2690.00000000,3.27000000,3.27000000,2610.00000000,2645.00000000,1.50000000,2.42000000,"",0.40828586,2627.00000000,0.40295780,-0.66977552,0.00009915,32.84525592,-20.00289270,18.58000000,559671.23757581
2023-10-22,05,BTC-231124-34000-C,BTCUSDT,C,231124-34000,445.00000000,555.00000000,445.00000000,555.00000000,22.48000000,22.48000000,540.00000000,560.00000000,16.66000000,5.12000000,"",0.49553871,549.00000000,0.49189001,0.22816813,0.00006778,27.40879357,-20.37598052,151.23000000,4555386.50476798
2023-10-22,06,BTC-240329-26000-P,BTCUSDT,P,240329-26000,1875.00000000,1875.00000000,1875.00000000,1875.00000000,0.03000000,0.03000000,1800.00000000,1905.00000000,2.45000000,2.47000000,"",0.48783779,1852.00000000,0.47981322,-0.26820465,0.00003459,65.42589536,-9.86917698,67.68000000,2035285.54401786
2023-10-22,06,BTC-240628-30000-P,BTCUSDT,P,240628-30000,6190.00000000,6190.00000000,6190.00000000,6190.00000000,0E-8,0E-8,3825.00000000,5125.00000000,2.69000000,2.95000000,"",0.52466750,4476.00000000,0.45793623,-0.42220401,0.00003433,97.41768288,-8.92073003,5.21000000,156676.08871650
2023-10-22,06,BTC-240927-35000-C,BTCUSDT,C,240927-35000,3780.00000000,3780.00000000,3780.00000000,3780.00000000,0E-8,0E-8,4875.00000000,7230.00000000,0.05000000,3.63000000,"",0.77546120,6056.00000000,0.67339778,0.53687780,0.00002029,115.48842077,-11.40178035,1.05000000,31575.79523077
2023-10-22,10,BTC-231103-28000-P,BTCUSDT,P,231103-28000,195.00000000,210.00000000,170.00000000,190.00000000,19.44000000,19.44000000,235.00000000,240.00000000,2.50000000,3.16000000,"",0.42413890,237.40000000,0.42239785,-0.18425857,0.00011689,14.35936402,-25.53835202,36.63000000,1095346.96245487
2023-10-22,12,BTC-231229-23000-P,BTCUSDT,P,231229-23000,320.00000000,320.00000000,320.00000000,320.00000000,1.14000000,1.14000000,305.00000000,325.00000000,15.00000000,2.50000000,"",0.50922751,314.90000000,0.50461173,-0.09434804,0.00002587,21.66575323,-8.06352160,34.77000000,1039456.95987676
2023-10-22,13,BTC-231124-27000-C,BTCUSDT,C,231124-27000,3405.00000000,3555.00000000,3400.00000000,3555.00000000,10.13000000,10.13000000,3455.00000000,4305.00000000,1.50000000,1.50000000,"",0.75695753,3862.00000000,0.60795903,0.74527010,0.00005885,28.78776168,-26.72026495,169.53000000,5077277.55516279
2023-10-22,13,BTC-240329-30000-C,BTCUSDT,C,240329-30000,4265.00000000,4595.00000000,4240.00000000,4455.00000000,63.27000000,63.27000000,4340.00000000,5555.00000000,2.39000000,1.85000000,"",0.71441054,4949.00000000,0.63565373,0.58132748,0.00003112,77.14447915,-15.44477879,96.27000000,2883203.62316712
2023-10-22,13,BTC-240628-26000-C,BTCUSDT,C,240628-26000,7805.00000000,7805.00000000,7805.00000000,7805.00000000,0E-8,0E-8,6285.00000000,9210.00000000,1.98000000,1.63000000,"",0.77963710,7742.00000000,0.60839117,0.70277014,0.00002297,85.76409349,-10.44606895,1.81000000,54207.94180879
2023-10-22,14,BTC-231103-28000-P,BTCUSDT,P,231103-28000,205.00000000,210.00000000,170.00000000,190.00000000,19.00000000,19.00000000,230.00000000,235.00000000,3.99000000,3.87000000,"",0.42082846,232.40000000,0.41906923,-0.18353369,0.00011845,14.21292580,-25.43570387,36.63000000,1094293.36692202
2023-10-22,15,BTC-231103-27000-C,BTCUSDT,C,231103-27000,1590.00000000,1590.00000000,1590.00000000,1590.00000000,0E-8,0E-8,2955.00000000,3445.00000000,1.50000000,1.50000000,"",0.82215786,3172.30000000,0.64117432,0.82275976,0.00007600,13.85709629,-38.07773755,10.99000000,327794.84606158
2023-10-22,15,BTC-231229-35000-P,BTCUSDT,P,231229-35000,5895.00000000,5895.00000000,5895.00000000,5895.00000000,0E-8,0E-8,5910.00000000,5970.00000000,2.47000000,1.50000000,"",0.46994686,5939.00000000,0.46244621,-0.75919102,0.00005244,39.99697908,-13.66732636,41.10000000,1225875.17498915
2023-10-22,17,BTC-240329-40000-P,BTCUSDT,P,240329-40000,11240.00000000,11240.00000000,11240.00000000,11240.00000000,0.01000000,0.01000000,11155.00000000,11280.00000000,2.45000000,2.41000000,"",0.50329208,11216.00000000,0.49290538,-0.76785153,0.00003140,60.18506059,-9.35329624,1.50000000,44869.41049451
2023-10-22,18,BTC-231027-28000-C,BTCUSDT,C,231027-28000,2150.00000000,2150.00000000,1915.00000000,1915.00000000,0.04000000,0.04000000,1955.00000000,2390.00000000,4.78000000,1.50000000,"",0.95076084,2143.00000000,0.70375204,0.80760760,0.00011656,9.11587376,-70.62713851,215.21000000,6432342.13696662
2023-10-22,18,BTC-231124-22000-P,BTCUSDT,P,231124-22000,75.00000000,75.00000000,75.00000000,75.00000000,2.50000000,2.50000000,85.00000000,95.00000000,7.72000000,0.12000000,"",0.61795175,89.00000000,0.61122954,-0.03839723,0.00001528,7.43780104,-6.98520166,195.42000000,5840845.22283359
2023-10-22,18,BTC-240628-15000-C,BTCUSDT,C,240628-15000,13170.00000000,13170.00000000,13170.00000000,13170.00000000,0E-8,0E-8,12345.00000000,17000.00000000,3.26000000,0.01000000,"",1.05039597,15271.00000000,0.60019798,0.94919449,0.00000704,25.81161589,-3.10410668,2.26000000,67548.40959781
2023-10-22,20,BTC-231103-27500-C,BTCUSDT,C,231103-27500,2500.00000000,2500.00000000,2500.00000000,2500.00000000,0E-8,0E-8,2520.00000000,3295.00000000,1.50000000,3.19000000,"",0.93622208,2872.80000000,0.68970680,0.76774653,0.00008370,16.14570907,-48.59255618,17.36000000,518051.93107690
2023-10-22,21,BTC-240628-25000-P,BTCUSDT,P,240628-25000,3385.00000000,3385.00000000,3385.00000000,3385.00000000,0E-8,0E-8,1770.00000000,2515.00000000,2.38000000,3.20000000,"",0.50297320,2139.00000000,0.45602113,-0.25782539,0.00002880,79.42750286,-7.26106607,4.23000000,125948.96561647
2023-10-22,22,BTC-231124-26000-P,BTCUSDT,P,231124-26000,295.00000000,305.00000000,280.00000000,300.00000000,4.54000000,4.54000000,300.00000000,305.00000000,1.94000000,2.27000000,"",0.46932042,302.40000000,0.46802938,-0.13445271,0.00005171,19.36988542,-14.00103818,44.58000000,1338994.90093863
2023-10-22,00,BTC-240927-30000-P,BTCUSDT,P,240927-30000,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8,4490.00000000,6080.00000000,2.20000000,2.29000000,"",0.53013444,5288.00000000,0.45967668,-0.41288323,0.00002923,112.85397581,-7.60000090,0E-8,0E-8
